dteday,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
2011-10-16,0.6054794520547945,0.5774275195582145,0.5774275195582145,2,3,3,8,Loyal Customers
2011-10-17,0.6041095890410959,0.5232397606994938,0.5232397606994938,2,3,3,8,Loyal Customers
2011-10-18,0.6027397260273972,0.543718361711919,0.543718361711919,2,3,3,8,Loyal Customers
2011-10-19,0.6013698630136987,0.27634606534744593,0.27634606534744593,2,1,1,4,At Risk
2011-10-20,0.6,0.4800966405890474,0.4800966405890474,2,2,2,6,Potential Customers
2011-10-21,0.5986301369863014,0.49263690750115047,0.49263690750115047,2,2,2,6,Potential Customers
2011-10-22,0.5972602739726027,0.49309710078232855,0.49309710078232855,2,2,2,6,Potential Customers
2011-10-23,0.5958904109589042,0.5014956281638289,0.5014956281638289,2,2,2,6,Potential Customers
2011-10-24,0.5945205479452055,0.4791762540266912,0.4791762540266912,2,2,2,6,Potential Customers
2011-10-25,0.5931506849315068,0.5367004141739531,0.5367004141739531,2,3,3,8,Loyal Customers
2011-10-26,0.5917808219178082,0.44546709618039576,0.44546709618039576,2,2,2,6,Potential Customers
2011-10-27,0.5904109589041096,0.303382420616659,0.303382420616659,2,1,1,4,At Risk
2011-10-28,0.589041095890411,0.4285549930971008,0.4285549930971008,2,2,2,6,Potential Customers
2011-10-29,0.5876712328767123,0.06960423377818684,0.06960423377818684,2,1,1,4,At Risk
2011-10-30,0.5863013698630137,0.38069489185457894,0.38069489185457894,2,2,2,6,Potential Customers
2011-10-31,0.584931506849315,0.41958122411412796,0.41958122411412796,2,2,2,6,Potential Customers
2011-11-01,0.5835616438356165,0.4654855039116429,0.4654855039116429,2,2,2,6,Potential Customers
2011-11-02,0.5821917808219178,0.47906120570639665,0.47906120570639665,2,2,2,6,Potential Customers
2011-11-03,0.5808219178082192,0.45467096180395766,0.45467096180395766,2,2,2,6,Potential Customers
2011-11-04,0.5794520547945206,0.4629544408651634,0.4629544408651634,2,2,2,6,Potential Customers
2011-11-05,0.5780821917808219,0.44914864242982055,0.44914864242982055,2,2,2,6,Potential Customers
2011-11-06,0.5767123287671233,0.41728025770823746,0.41728025770823746,2,2,2,6,Potential Customers
2011-11-07,0.5753424657534246,0.46168890934192364,0.46168890934192364,2,2,2,6,Potential Customers
2011-11-08,0.5739726027397261,0.4812471237919926,0.4812471237919926,2,2,2,6,Potential Customers
2011-11-09,0.5726027397260274,0.4702024850437183,0.4702024850437183,2,2,2,6,Potential Customers
2011-11-10,0.5712328767123288,0.3349056603773585,0.3349056603773585,2,1,1,4,At Risk
2011-11-11,0.5698630136986301,0.38495167970547634,0.38495167970547634,2,2,2,6,Potential Customers
2011-11-12,0.5684931506849316,0.4653704555913484,0.4653704555913484,2,2,2,6,Potential Customers
2011-11-13,0.5671232876712329,0.42510354348826507,0.42510354348826507,2,2,2,6,Potential Customers
2011-11-14,0.5657534246575342,0.5135757017947539,0.5135757017947539,2,2,2,6,Potential Customers
2011-11-15,0.5643835616438356,0.4800966405890474,0.4800966405890474,2,2,2,6,Potential Customers
2011-11-16,0.563013698630137,0.20651173492867006,0.20651173492867006,2,1,1,4,At Risk
2011-11-17,0.5616438356164384,0.3487114588127013,0.3487114588127013,2,1,1,4,At Risk
2011-11-18,0.5602739726027397,0.38771283939254486,0.38771283939254486,2,2,2,6,Potential Customers
2011-11-19,0.5589041095890411,0.4188909341923608,0.4188909341923608,2,2,2,6,Potential Customers
2011-11-20,0.5575342465753425,0.4024390243902439,0.4024390243902439,2,2,2,6,Potential Customers
2011-11-21,0.5561643835616439,0.3155775425678785,0.3155775425678785,2,1,1,4,At Risk
2011-11-22,0.5547945205479452,0.18235158766682008,0.18235158766682008,2,1,1,4,At Risk
2011-11-23,0.5534246575342466,0.29268292682926833,0.29268292682926833,2,1,1,4,At Risk
2011-11-24,0.552054794520548,0.1694661757938334,0.1694661757938334,2,1,1,4,At Risk
2011-11-25,0.5506849315068493,0.31868384721583065,0.31868384721583065,2,1,1,4,At Risk
2011-11-26,0.5493150684931507,0.35043718361711923,0.35043718361711923,2,1,1,4,At Risk
2011-11-27,0.547945205479452,0.3507823285780028,0.3507823285780028,2,1,1,4,At Risk
2011-11-28,0.5465753424657535,0.4423607915324436,0.4423607915324436,2,2,2,6,Potential Customers
2011-11-29,0.5452054794520548,0.33271974229176254,0.33271974229176254,2,1,1,4,At Risk
2011-11-30,0.5438356164383562,0.41313851817763464,0.41313851817763464,2,2,2,6,Potential Customers
2011-12-01,0.5424657534246575,0.4262540266912103,0.4262540266912103,2,2,2,6,Potential Customers
2011-12-02,0.541095890410959,0.4507593189139439,0.4507593189139439,2,2,2,6,Potential Customers
2011-12-03,0.5397260273972603,0.41325356649792916,0.41325356649792916,2,2,2,6,Potential Customers
2011-12-04,0.5383561643835616,0.3984123331799356,0.3984123331799356,2,2,2,6,Potential Customers
2011-12-05,0.536986301369863,0.4359180855959503,0.4359180855959503,2,2,2,6,Potential Customers
2011-12-06,0.5356164383561643,0.295904279797515,0.295904279797515,2,1,1,4,At Risk
2011-12-07,0.5342465753424658,0.07857800276115968,0.07857800276115968,2,1,1,4,At Risk
2011-12-08,0.5328767123287671,0.3796594569719282,0.3796594569719282,2,2,2,6,Potential Customers
2011-12-09,0.5315068493150685,0.4139438564196963,0.4139438564196963,2,2,2,6,Potential Customers
2011-12-10,0.5301369863013699,0.3644730786930511,0.3644730786930511,2,2,2,6,Potential Customers
2011-12-11,0.5287671232876713,0.313046479521399,0.313046479521399,2,1,1,4,At Risk
2011-12-12,0.5273972602739726,0.3782788771283939,0.3782788771283939,2,2,2,6,Potential Customers
2011-12-13,0.526027397260274,0.4027841693511275,0.4027841693511275,2,2,2,6,Potential Customers
2011-12-14,0.5246575342465754,0.42774965485503913,0.42774965485503913,2,2,2,6,Potential Customers
2011-12-15,0.5232876712328767,0.4241831569259089,0.4241831569259089,2,2,2,6,Potential Customers
2011-12-16,0.5219178082191781,0.40899677864703177,0.40899677864703177,2,2,2,6,Potential Customers
2011-12-17,0.5205479452054794,0.3125862862402209,0.3125862862402209,2,1,1,4,At Risk
2011-12-18,0.5191780821917809,0.27715140358950763,0.27715140358950763,2,1,1,4,At Risk
2011-12-19,0.5178082191780822,0.38897837091578463,0.38897837091578463,2,2,2,6,Potential Customers
2011-12-20,0.5164383561643836,0.4289001380579844,0.4289001380579844,2,2,2,6,Potential Customers
2011-12-21,0.5150684931506849,0.3034974689369535,0.3034974689369535,2,1,1,4,At Risk
2011-12-22,0.5136986301369864,0.35043718361711923,0.35043718361711923,2,1,1,4,At Risk
2011-12-23,0.5123287671232877,0.25161067648412333,0.25161067648412333,2,1,1,4,At Risk
2011-12-24,0.510958904109589,0.11378278877128395,0.11378278877128395,2,1,1,4,At Risk
2011-12-25,0.5095890410958904,0.08421537045559135,0.08421537045559135,2,1,1,4,At Risk
2011-12-26,0.5082191780821917,0.1489875747814082,0.1489875747814082,2,1,1,4,At Risk
2011-12-27,0.5068493150684932,0.13115508513575702,0.13115508513575702,2,1,1,4,At Risk
2011-12-28,0.5054794520547945,0.26231017027151404,0.26231017027151404,2,1,1,4,At Risk
2011-12-29,0.5041095890410959,0.2762310170271514,0.2762310170271514,2,1,1,4,At Risk
2011-12-30,0.5027397260273972,0.34249884951679704,0.34249884951679704,2,1,1,4,At Risk
2011-12-31,0.5013698630136987,0.2833640128854119,0.2833640128854119,2,1,1,4,At Risk
2012-01-01,0.5,0.26138978370915783,0.26138978370915783,3,1,1,5,Potential Customers
2012-01-02,0.4986301369863014,0.22192820984813622,0.22192820984813622,3,1,1,5,Potential Customers
2012-01-03,0.49726027397260275,0.25471698113207547,0.25471698113207547,3,1,1,5,Potential Customers
2012-01-04,0.4958904109589041,0.2699033594109526,0.2699033594109526,3,1,1,5,Potential Customers
2012-01-05,0.4945205479452055,0.37390704095720206,0.37390704095720206,3,2,2,7,Loyal Customers
2012-01-06,0.4931506849315069,0.4689369535204786,0.4689369535204786,3,2,2,7,Loyal Customers
2012-01-07,0.4917808219178082,0.5176023930050622,0.5176023930050622,3,2,2,7,Loyal Customers
2012-01-08,0.4904109589041096,0.3915094339622642,0.3915094339622642,3,2,2,7,Loyal Customers
2012-01-09,0.48904109589041095,0.27082374597330877,0.27082374597330877,3,1,1,5,Potential Customers
2012-01-10,0.4876712328767123,0.4114127933732168,0.4114127933732168,3,2,2,7,Loyal Customers
2012-01-11,0.4863013698630137,0.24792913023469862,0.24792913023469862,3,1,1,5,Potential Customers
2012-01-12,0.4849315068493151,0.468821905200184,0.468821905200184,3,2,2,7,Loyal Customers
2012-01-13,0.48356164383561645,0.36723423838011965,0.36723423838011965,3,2,2,7,Loyal Customers
2012-01-14,0.4821917808219178,0.28428439944776807,0.28428439944776807,3,1,1,5,Potential Customers
2012-01-15,0.4808219178082192,0.2633456051541648,0.2633456051541648,3,1,1,5,Potential Customers
2012-01-16,0.4794520547945206,0.26184997699033596,0.26184997699033596,3,1,1,5,Potential Customers
2012-01-17,0.4780821917808219,0.33513575701794757,0.33513575701794757,3,1,1,5,Potential Customers
2012-01-18,0.4767123287671233,0.3858720662678325,0.3858720662678325,3,2,2,7,Loyal Customers
2012-01-19,0.47534246575342465,0.3762080073630925,0.3762080073630925,3,2,2,7,Loyal Customers
2012-01-20,0.473972602739726,0.361366774045099,0.361366774045099,3,2,2,7,Loyal Customers
2012-01-21,0.4726027397260274,0.14714680165669583,0.14714680165669583,3,1,1,5,Potential Customers
2012-01-22,0.4712328767123288,0.22491946617579384,0.22491946617579384,3,1,1,5,Potential Customers
2012-01-23,0.46986301369863015,0.27726645190980215,0.27726645190980215,3,1,1,5,Potential Customers
2012-01-24,0.4684931506849315,0.49666359871145876,0.49666359871145876,3,2,2,7,Loyal Customers
2012-01-25,0.4671232876712329,0.48872526461113663,0.48872526461113663,3,2,2,7,Loyal Customers
2012-01-26,0.4657534246575343,0.4662908421537046,0.4662908421537046,3,2,2,7,Loyal Customers
2012-01-27,0.4643835616438356,0.3950759318913944,0.3950759318913944,3,2,2,7,Loyal Customers
2012-01-28,0.46301369863013697,0.46030832949838935,0.46030832949838935,3,2,2,7,Loyal Customers
2012-01-29,0.46164383561643835,0.37057063966866083,0.37057063966866083,3,2,2,7,Loyal Customers
2012-01-30,0.4602739726027397,0.4144040497008744,0.4144040497008744,3,2,2,7,Loyal Customers
2012-01-31,0.4589041095890411,0.5162218131615278,0.5162218131615278,3,2,2,7,Loyal Customers
2012-02-01,0.4575342465753425,0.5242751955821445,0.5242751955821445,3,3,3,9,Loyal Customers
2012-02-02,0.45616438356164385,0.43016566958122415,0.43016566958122415,3,2,2,7,Loyal Customers
2012-02-03,0.4547945205479452,0.4750345144960883,0.4750345144960883,3,2,2,7,Loyal Customers
2012-02-04,0.4534246575342466,0.3232857800276116,0.3232857800276116,3,1,1,5,Potential Customers
2012-02-05,0.452054794520548,0.33651633686148186,0.33651633686148186,3,1,1,5,Potential Customers
2012-02-06,0.4506849315068493,0.43281178094799816,0.43281178094799816,3,2,2,7,Loyal Customers
2012-02-07,0.44931506849315067,0.5008053382420616,0.5008053382420616,3,2,2,7,Loyal Customers
2012-02-08,0.44794520547945205,0.3198343304187759,0.3198343304187759,3,1,1,5,Potential Customers
2012-02-09,0.4465753424657534,0.4381040036815463,0.4381040036815463,3,2,2,7,Loyal Customers
2012-02-10,0.4452054794520548,0.4382190520018408,0.4382190520018408,3,2,2,7,Loyal Customers
2012-02-11,0.4438356164383562,0.2470087436723424,0.2470087436723424,3,1,1,5,Potential Customers
2012-02-12,0.44246575342465755,0.17337781868384722,0.17337781868384722,3,1,1,5,Potential Customers
2012-02-13,0.4410958904109589,0.3911642890013806,0.3911642890013806,3,2,2,7,Loyal Customers
2012-02-14,0.4397260273972603,0.4486884491486424,0.4486884491486424,3,2,2,7,Loyal Customers
2012-02-15,0.4383561643835616,0.47710538426138976,0.47710538426138976,3,2,2,7,Loyal Customers
2012-02-16,0.436986301369863,0.3431891394385642,0.3431891394385642,3,1,1,5,Potential Customers
2012-02-17,0.43561643835616437,0.4753796594569719,0.4753796594569719,3,2,2,7,Loyal Customers
2012-02-18,0.43424657534246575,0.4942475839852738,0.4942475839852738,3,2,2,7,Loyal Customers
2012-02-19,0.4328767123287671,0.30683387022549474,0.30683387022549474,3,1,1,5,Potential Customers
2012-02-20,0.4315068493150685,0.35745513115508515,0.35745513115508515,3,1,1,5,Potential Customers
2012-02-21,0.4301369863013699,0.4320064427059365,0.4320064427059365,3,2,2,7,Loyal Customers
2012-02-22,0.42876712328767125,0.5465945697192821,0.5465945697192821,3,3,3,9,Loyal Customers
2012-02-23,0.4273972602739726,0.5798435342843995,0.5798435342843995,3,3,3,9,Loyal Customers
2012-02-24,0.426027397260274,0.3986424298205246,0.3986424298205246,3,2,2,7,Loyal Customers
2012-02-25,0.4246575342465753,0.31178094799815925,0.31178094799815925,3,1,1,5,Potential Customers
2012-02-26,0.4232876712328767,0.3873676944316613,0.3873676944316613,3,2,2,7,Loyal Customers
2012-02-27,0.42191780821917807,0.4947077772664519,0.4947077772664519,3,2,2,7,Loyal Customers
2012-02-28,0.42054794520547945,0.49942475839852735,0.49942475839852735,3,2,2,7,Loyal Customers
2012-02-29,0.4191780821917808,0.20846755637367695,0.20846755637367695,3,1,1,5,Potential Customers
2012-03-01,0.4178082191780822,0.5715600552231938,0.5715600552231938,3,3,3,9,Loyal Customers
2012-03-02,0.41643835616438357,0.3649332719742292,0.3649332719742292,3,2,2,7,Loyal Customers
2012-03-03,0.41506849315068495,0.46525540727105386,0.46525540727105386,3,2,2,7,Loyal Customers
2012-03-04,0.4136986301369863,0.39127933732167514,0.39127933732167514,3,2,2,7,Loyal Customers
2012-03-05,0.4123287671232877,0.380924988495168,0.380924988495168,3,2,2,7,Loyal Customers
2012-03-06,0.410958904109589,0.45260009203865625,0.45260009203865625,3,2,2,7,Loyal Customers
2012-03-07,0.4095890410958904,0.563046479521399,0.563046479521399,3,3,3,9,Loyal Customers
2012-03-08,0.40821917808219177,0.6166589967786471,0.6166589967786471,3,3,3,9,Loyal Customers
2012-03-09,0.40684931506849314,0.5231247123791993,0.5231247123791993,3,3,3,9,Loyal Customers
2012-03-10,0.4054794520547945,0.47123791992636904,0.47123791992636904,3,2,2,7,Loyal Customers
2012-03-11,0.4041095890410959,0.5624712379199264,0.5624712379199264,3,3,3,9,Loyal Customers
2012-03-12,0.40273972602739727,0.606994937873907,0.606994937873907,3,3,3,9,Loyal Customers
2012-03-13,0.40136986301369865,0.6701564657156006,0.6701564657156006,3,3,3,9,Loyal Customers
2012-03-14,0.4,0.7236539346525541,0.7236539346525541,3,4,4,11,Best Customers
2012-03-15,0.3986301369863014,0.7098481362172112,0.7098481362172112,3,4,4,11,Best Customers
2012-03-16,0.3972602739726027,0.5011504832029453,0.5011504832029453,3,2,2,7,Loyal Customers
2012-03-17,0.3958904109589041,0.8989875747814082,0.8989875747814082,3,4,4,11,Best Customers
2012-03-18,0.39452054794520547,0.6753336401288541,0.6753336401288541,3,3,3,9,Loyal Customers
2012-03-19,0.39315068493150684,0.7053612517257248,0.7053612517257248,3,4,4,11,Best Customers
2012-03-20,0.3917808219178082,0.6984583525080534,0.6984583525080534,3,4,4,11,Best Customers
2012-03-21,0.3904109589041096,0.7142199723884032,0.7142199723884032,3,4,4,11,Best Customers
2012-03-22,0.38904109589041097,0.7879659456971928,0.7879659456971928,3,4,4,11,Best Customers
2012-03-23,0.38767123287671235,0.9595029912563277,0.9595029912563277,3,4,4,11,Best Customers
2012-03-24,0.3863013698630137,0.3854118729866544,0.3854118729866544,3,2,2,7,Loyal Customers
2012-03-25,0.3849315068493151,0.5722503451449609,0.5722503451449609,3,3,3,9,Loyal Customers
2012-03-26,0.3835616438356164,0.6369075011504832,0.6369075011504832,3,3,3,9,Loyal Customers
2012-03-27,0.3821917808219178,0.5844454670961804,0.5844454670961804,3,3,3,9,Loyal Customers
2012-03-28,0.38082191780821917,0.6530142659917165,0.6530142659917165,3,3,3,9,Loyal Customers
2012-03-29,0.37945205479452054,0.7030602853198343,0.7030602853198343,3,4,4,11,Best Customers
2012-03-30,0.3780821917808219,0.6255177174413253,0.6255177174413253,3,3,3,9,Loyal Customers
2012-03-31,0.3767123287671233,0.7147952139898758,0.7147952139898758,3,4,4,11,Best Customers
2012-04-01,0.37534246575342467,0.6924758398527382,0.6924758398527382,3,4,4,11,Best Customers
2012-04-02,0.37397260273972605,0.6803957662218132,0.6803957662218132,3,3,3,9,Loyal Customers
2012-04-03,0.3726027397260274,0.776576161988035,0.776576161988035,3,4,4,11,Best Customers
2012-04-04,0.3712328767123288,0.737919926369075,0.737919926369075,3,4,4,11,Best Customers
2012-04-05,0.3698630136986301,0.74033594109526,0.74033594109526,3,4,4,11,Best Customers
2012-04-06,0.3684931506849315,0.7406810860561436,0.7406810860561436,3,4,4,11,Best Customers
2012-04-07,0.36712328767123287,0.7863552692130695,0.7863552692130695,3,4,4,11,Best Customers
2012-04-08,0.36575342465753424,0.5921537045559135,0.5921537045559135,3,3,3,9,Loyal Customers
2012-04-09,0.3643835616438356,0.6400138057984354,0.6400138057984354,3,3,3,9,Loyal Customers
2012-04-10,0.363013698630137,0.6783248964565117,0.6783248964565117,3,3,3,9,Loyal Customers
2012-04-11,0.36164383561643837,0.5568338702254947,0.5568338702254947,3,3,3,9,Loyal Customers
2012-04-12,0.36027397260273974,0.6197653014265992,0.6197653014265992,3,3,3,9,Loyal Customers
2012-04-13,0.3589041095890411,0.7335480901978831,0.7335480901978831,3,4,4,11,Best Customers
2012-04-14,0.3575342465753425,0.8557294063506673,0.8557294063506673,3,4,4,11,Best Customers
2012-04-15,0.3561643835616438,0.8179935572940635,0.8179935572940635,3,4,4,11,Best Customers
2012-04-16,0.3547945205479452,0.7303267372296365,0.7303267372296365,3,4,4,11,Best Customers
2012-04-17,0.35342465753424657,0.7672572480441786,0.7672572480441786,3,4,4,11,Best Customers
2012-04-18,0.35205479452054794,0.4998849516797054,0.4998849516797054,3,2,2,7,Loyal Customers
2012-04-19,0.3506849315068493,0.7527611596870686,0.7527611596870686,3,4,4,11,Best Customers
2012-04-20,0.3493150684931507,0.8361711919005983,0.8361711919005983,3,4,4,11,Best Customers
2012-04-21,0.34794520547945207,0.7595490105844455,0.7595490105844455,3,4,4,11,Best Customers
2012-04-22,0.34657534246575344,0.11562356189599632,0.11562356189599632,3,1,1,5,Potential Customers
2012-04-23,0.3452054794520548,0.36723423838011965,0.36723423838011965,3,2,2,7,Loyal Customers
2012-04-24,0.34383561643835614,0.6455361251725725,0.6455361251725725,3,3,3,9,Loyal Customers
2012-04-25,0.3424657534246575,0.7103083294983894,0.7103083294983894,3,4,4,11,Best Customers
2012-04-26,0.3410958904109589,0.5757017947537966,0.5757017947537966,3,3,3,9,Loyal Customers
2012-04-27,0.33972602739726027,0.7145651173492867,0.7145651173492867,3,4,4,11,Best Customers
2012-04-28,0.33835616438356164,0.4829728485964105,0.4829728485964105,3,2,2,7,Loyal Customers
2012-04-29,0.336986301369863,0.722733548090198,0.722733548090198,3,4,4,11,Best Customers
2012-04-30,0.3356164383561644,0.6385181776346066,0.6385181776346066,3,3,3,9,Loyal Customers
2012-05-01,0.33424657534246577,0.6578462954440866,0.6578462954440866,3,3,3,9,Loyal Customers
2012-05-02,0.33287671232876714,0.7072020248504373,0.7072020248504373,3,4,4,11,Best Customers
2012-05-03,0.3315068493150685,0.7361942015646572,0.7361942015646572,3,4,4,11,Best Customers
2012-05-04,0.33013698630136984,0.7218131615278417,0.7218131615278417,3,4,4,11,Best Customers
2012-05-05,0.3287671232876712,0.7893465255407272,0.7893465255407272,3,4,4,11,Best Customers
2012-05-06,0.3273972602739726,0.7290612057063968,0.7290612057063968,3,4,4,11,Best Customers
2012-05-07,0.32602739726027397,0.7191670501610676,0.7191670501610676,3,4,4,11,Best Customers
2012-05-08,0.32465753424657534,0.6564657156005522,0.6564657156005522,3,3,3,9,Loyal Customers
2012-05-09,0.3232876712328767,0.5401518637827888,0.5401518637827888,3,3,3,9,Loyal Customers
2012-05-10,0.3219178082191781,0.7535664979291302,0.7535664979291302,3,4,4,11,Best Customers
2012-05-11,0.32054794520547947,0.8062586286240221,0.8062586286240221,3,4,4,11,Best Customers
2012-05-12,0.31917808219178084,0.8521629084215371,0.8521629084215371,3,4,4,11,Best Customers
2012-05-13,0.3178082191780822,0.7013345605154165,0.7013345605154165,3,4,4,11,Best Customers
2012-05-14,0.31643835616438354,0.3245513115508514,0.3245513115508514,3,1,1,5,Potential Customers
2012-05-15,0.3150684931506849,0.5859410952600093,0.5859410952600093,3,3,3,9,Loyal Customers
2012-05-16,0.3136986301369863,0.8515876668200645,0.8515876668200645,3,4,4,11,Best Customers
2012-05-17,0.31232876712328766,0.8469857340082835,0.8469857340082835,3,4,4,11,Best Customers
2012-05-18,0.31095890410958904,0.8763230556833871,0.8763230556833871,3,4,4,11,Best Customers
2012-05-19,0.3095890410958904,0.9516797054763001,0.9516797054763001,3,4,4,11,Best Customers
2012-05-20,0.3082191780821918,0.81764841233318,0.81764841233318,3,4,4,11,Best Customers
2012-05-21,0.30684931506849317,0.49896456511734927,0.49896456511734927,3,2,2,7,Loyal Customers
2012-05-22,0.30547945205479454,0.6961573861021629,0.6961573861021629,3,4,4,11,Best Customers
2012-05-23,0.3041095890410959,0.6026231017027152,0.6026231017027152,3,3,3,9,Loyal Customers
2012-05-24,0.30273972602739724,0.776346065347446,0.776346065347446,3,4,4,11,Best Customers
2012-05-25,0.3013698630136986,0.7722043258168431,0.7722043258168431,3,4,4,11,Best Customers
2012-05-26,0.3,0.7494247583985274,0.7494247583985274,3,4,4,11,Best Customers
2012-05-27,0.29863013698630136,0.7557524160147262,0.7557524160147262,3,4,4,11,Best Customers
2012-05-28,0.29726027397260274,0.6927059364933272,0.6927059364933272,3,4,4,11,Best Customers
2012-05-29,0.2958904109589041,0.6581914404049701,0.6581914404049701,3,3,3,9,Loyal Customers
2012-05-30,0.2945205479452055,0.7861251725724805,0.7861251725724805,3,4,4,11,Best Customers
2012-05-31,0.29315068493150687,0.8416935112747355,0.8416935112747355,3,4,4,11,Best Customers
2012-06-01,0.29178082191780824,0.4722733548090198,0.4722733548090198,3,2,2,7,Loyal Customers
2012-06-02,0.2904109589041096,0.931661297745053,0.931661297745053,3,4,4,11,Best Customers
2012-06-03,0.28904109589041094,0.8765531523239761,0.8765531523239761,3,4,4,11,Best Customers
2012-06-04,0.2876712328767123,0.8025770823745974,0.8025770823745974,3,4,4,11,Best Customers
2012-06-05,0.2863013698630137,0.8029222273354809,0.8029222273354809,3,4,4,11,Best Customers
2012-06-06,0.28493150684931506,0.8091348366313852,0.8091348366313852,3,4,4,11,Best Customers
2012-06-07,0.28356164383561644,0.8596410492406811,0.8596410492406811,3,4,4,11,Best Customers
2012-06-08,0.2821917808219178,0.8874827427519558,0.8874827427519558,3,4,4,11,Best Customers
2012-06-09,0.2808219178082192,0.8601012425218593,0.8601012425218593,3,4,4,11,Best Customers
2012-06-10,0.27945205479452057,0.7565577542567878,0.7565577542567878,3,4,4,11,Best Customers
2012-06-11,0.27808219178082194,0.7641509433962265,0.7641509433962265,3,4,4,11,Best Customers
2012-06-12,0.2767123287671233,0.5694891854578923,0.5694891854578923,3,3,3,9,Loyal Customers
2012-06-13,0.27534246575342464,0.8512425218591809,0.8512425218591809,3,4,4,11,Best Customers
2012-06-14,0.273972602739726,0.8445697192820986,0.8445697192820986,3,4,4,11,Best Customers
2012-06-15,0.2726027397260274,0.8793143120110447,0.8793143120110447,3,4,4,11,Best Customers
2012-06-16,0.27123287671232876,0.883571099861942,0.883571099861942,3,4,4,11,Best Customers
2012-06-17,0.26986301369863014,0.8002761159687068,0.8002761159687068,3,4,4,11,Best Customers
2012-06-18,0.2684931506849315,0.5841003221352968,0.5841003221352968,3,3,3,9,Loyal Customers
2012-06-19,0.2671232876712329,0.7826737229636448,0.7826737229636448,3,4,4,11,Best Customers
2012-06-20,0.26575342465753427,0.7120340543028072,0.7120340543028072,3,4,4,11,Best Customers
2012-06-21,0.26438356164383564,0.676829268292683,0.676829268292683,3,3,3,9,Loyal Customers
2012-06-22,0.263013698630137,0.667395306028532,0.667395306028532,3,3,3,9,Loyal Customers
2012-06-23,0.26164383561643834,0.8554993097100783,0.8554993097100783,3,4,4,11,Best Customers
2012-06-24,0.2602739726027397,0.7902669121030833,0.7902669121030833,3,4,4,11,Best Customers
2012-06-25,0.2589041095890411,0.7773815002300967,0.7773815002300967,3,4,4,11,Best Customers
2012-06-26,0.25753424657534246,0.853658536585366,0.853658536585366,3,4,4,11,Best Customers
2012-06-27,0.25616438356164384,0.8413483663138519,0.8413483663138519,3,4,4,11,Best Customers
2012-06-28,0.2547945205479452,0.7888863322595491,0.7888863322595491,3,4,4,11,Best Customers
2012-06-29,0.2534246575342466,0.6259779107225035,0.6259779107225035,3,3,3,9,Loyal Customers
2012-06-30,0.25205479452054796,0.6517487344684768,0.6517487344684768,3,3,3,9,Loyal Customers
2012-07-01,0.25068493150684934,0.6338011965025311,0.6338011965025311,3,3,3,9,Loyal Customers
2012-07-02,0.2493150684931507,0.7138748274275196,0.7138748274275196,4,4,4,12,Best Customers
2012-07-03,0.24794520547945206,0.7636907501150484,0.7636907501150484,4,4,4,12,Best Customers
2012-07-04,0.24657534246575344,0.8491716520938795,0.8491716520938795,4,4,4,12,Best Customers
2012-07-05,0.2452054794520548,0.7154855039116429,0.7154855039116429,4,4,4,12,Best Customers
2012-07-06,0.24383561643835616,0.7115738610216291,0.7115738610216291,4,4,4,12,Best Customers
2012-07-07,0.24246575342465754,0.5543028071790153,0.5543028071790153,4,3,3,10,Best Customers
2012-07-08,0.2410958904109589,0.5349746893695352,0.5349746893695352,4,3,3,10,Best Customers
2012-07-09,0.2397260273972603,0.7532213529682467,0.7532213529682467,4,4,4,12,Best Customers
2012-07-10,0.23835616438356164,0.7211228716060746,0.7211228716060746,4,4,4,12,Best Customers
2012-07-11,0.236986301369863,0.8331799355729407,0.8331799355729407,4,4,4,12,Best Customers
2012-07-12,0.2356164383561644,0.854118729866544,0.854118729866544,4,4,4,12,Best Customers
2012-07-13,0.23424657534246576,0.8602162908421538,0.8602162908421538,4,4,4,12,Best Customers
2012-07-14,0.23287671232876714,0.7992406810860562,0.7992406810860562,4,4,4,12,Best Customers
2012-07-15,0.23150684931506849,0.691325356649793,0.691325356649793,4,4,4,12,Best Customers
2012-07-16,0.23013698630136986,0.7832489645651174,0.7832489645651174,4,4,4,12,Best Customers
2012-07-17,0.22876712328767124,0.7781868384721583,0.7781868384721583,4,4,4,12,Best Customers
2012-07-18,0.2273972602739726,0.6547399907961344,0.6547399907961344,4,3,3,10,Best Customers
2012-07-19,0.226027397260274,0.7557524160147262,0.7557524160147262,4,4,4,12,Best Customers
2012-07-20,0.22465753424657534,0.6728025770823747,0.6728025770823747,4,3,3,10,Best Customers
2012-07-21,0.2232876712328767,0.5104693971468017,0.5104693971468017,4,2,2,8,Loyal Customers
2012-07-22,0.2219178082191781,0.8499769903359411,0.8499769903359411,4,4,4,12,Best Customers
2012-07-23,0.22054794520547946,0.7988955361251726,0.7988955361251726,4,4,4,12,Best Customers
2012-07-24,0.2191780821917808,0.8709157846295444,0.8709157846295444,4,4,4,12,Best Customers
2012-07-25,0.21780821917808219,0.9377588587206627,0.9377588587206627,4,4,4,12,Best Customers
2012-07-26,0.21643835616438356,0.7868154624942476,0.7868154624942476,4,4,4,12,Best Customers
2012-07-27,0.21506849315068494,0.7917625402669122,0.7917625402669122,4,4,4,12,Best Customers
2012-07-28,0.2136986301369863,0.7665669581224115,0.7665669581224115,4,4,4,12,Best Customers
